relation_id,head,relation,tail,context,source
REL_2050,GRAVEL,different from,PEDAL,SKIDDED AND NOSED OVER LANDING ON 900 FT LONG GRAVEL STRIP. FOUND SPRAY CAN WEDGED UNDER RIGHT RUDDER PEDAL.,rebel
REL_2050,PEDAL,different from,GRAVEL,SKIDDED AND NOSED OVER LANDING ON 900 FT LONG GRAVEL STRIP. FOUND SPRAY CAN WEDGED UNDER RIGHT RUDDER PEDAL.,rebel
REL_2051,TIRED TAXI,has effect,ATTACHE,TIRED TAXI WITH TIEDOWN CHAINS ATTACHE. ROLLED OVER. PILOT FAILED NOTE RAMP PERSON TIED SKIDS DUE HIGH WIND.,rebel
REL_2051,ATTACHE,has cause,TIRED TAXI,TIRED TAXI WITH TIEDOWN CHAINS ATTACHE. ROLLED OVER. PILOT FAILED NOTE RAMP PERSON TIED SKIDS DUE HIGH WIND.,rebel
REL_2052,John F. Kennedy School of Government,part of,Harvard University,THE SCHEDULED COMMUTER FLIGHT WAS AT CRUISE ALTITUDE WHEN THE CARGO DOOR OPENED IN FLIGHT AND STRUCK THE SIDE OF TH,rebel
REL_2052,Harvard University,subsidiary,John F. Kennedy School of Government,THE SCHEDULED COMMUTER FLIGHT WAS AT CRUISE ALTITUDE WHEN THE CARGO DOOR OPENED IN FLIGHT AND STRUCK THE SIDE OF TH,rebel
REL_2053,FUEL,has effect,REFUELING,NARRATIVE: MR. COBB STATED THAT HE PERFORMED A NORMAL PREFLIGHT AND SUMPED FUEL BEFORE AND AFTER REFUELING. DURING,rebel
REL_2053,REFUELING,has cause,FUEL,NARRATIVE: MR. COBB STATED THAT HE PERFORMED A NORMAL PREFLIGHT AND SUMPED FUEL BEFORE AND AFTER REFUELING. DURING,rebel
REL_2054,INSPECTOR,field of this occupation,INVESTIGATION,NARRATIVE: THE PILOT CONTACTED THE INVESTIGATION INSPECTOR SHORTLY AFTER THIS INCIDENT OCCURRED AND PROVIDED THE FO,rebel
REL_2054,INVESTIGATION,practiced by,INSPECTOR,NARRATIVE: THE PILOT CONTACTED THE INVESTIGATION INSPECTOR SHORTLY AFTER THIS INCIDENT OCCURRED AND PROVIDED THE FO,rebel
REL_2055,PILOT,item operated,AIRPLANE,"CRASHED ON TAKEOFF, OTHER CIRCUMSTANCES ARE UNKNOWN. (.4)THE PILOT WAS PLANNING TO FERRY HIS AIRPLANE FROM A PRIVAT",rebel
REL_2055,AIRPLANE,operator,PILOT,"CRASHED ON TAKEOFF, OTHER CIRCUMSTANCES ARE UNKNOWN. (.4)THE PILOT WAS PLANNING TO FERRY HIS AIRPLANE FROM A PRIVAT",rebel
REL_2056,OIL,different from,PEDAL,RUDDER BLOCKED LANDING. RAN OFF SIDE RUNWAY. GROUND LOOPED. OIL CAN ROLLED UNDER LEFT PEDAL FROM BACK FLOOR AREA. (,rebel
REL_2056,PEDAL,different from,OIL,RUDDER BLOCKED LANDING. RAN OFF SIDE RUNWAY. GROUND LOOPED. OIL CAN ROLLED UNDER LEFT PEDAL FROM BACK FLOOR AREA. (,rebel
REL_2057,FLOAT EQUIPPED PA12,instance of,FLOAT,FLOAT EQUIPPED PA12 FOUND FLOATING UP SIDE DOWN IN LAKE. PILOT NOT FOUND IN DEEP LAKE.  SEEN PATCHING A FLOAT PRIOR,rebel
REL_2058,OIL DIPSSTICK,subclass of,ENROUTE,ENGINE QUIT ENROUTE. TORE OFF NOSE GEAR LANDING IN A SWAMP. OIL DIPSSTICK CAME OFF. FAILED TO SECURE IT ON PREFLIGH,rebel
REL_2059,KITTY HAWK AIRCAR,item operated,DC-9-15F,"NARRATIVE: ON NOVEMBER 21, 1997, AT APPROXIMATELY 1130 LOCAL EST, A DC-9-15F, N564PC, OPERATED BY KITTY HAWK AIRCAR",rebel
REL_2060,PILOT,uses,ENGINE,"AIRCRAFT ENGINE QUIT AND PILOT MADE EMERGENCY LANDING, ROLLED OVER SEVERAL TIMES. (.4)INADEQUATE PREFLIGHT BY THE P",rebel
REL_2060,ENGINE,used by,PILOT,"AIRCRAFT ENGINE QUIT AND PILOT MADE EMERGENCY LANDING, ROLLED OVER SEVERAL TIMES. (.4)INADEQUATE PREFLIGHT BY THE P",rebel
REL_2061,ACFT,has part,ELEVATOR,"AS A RESULT OF IMPROPER PREFLIGHT PROCEDURES, THE ACFT TOOK OFF WITH A RIG PIN INSERTED IN THE ELEVATOR. THE PILOT",rebel
REL_2061,ELEVATOR,part of,ACFT,"AS A RESULT OF IMPROPER PREFLIGHT PROCEDURES, THE ACFT TOOK OFF WITH A RIG PIN INSERTED IN THE ELEVATOR. THE PILOT",rebel
REL_2062,N15428,point in time,"DECEMBER 22, 1997","NARRATIVE: ON MONDAY, DECEMBER 22, 1997, AT 0948 PST, A PIPER ARROW, PA-28R-200, N15428, HAD AN ENGINE FAILURE 15 N",rebel
REL_2063,CONTINENTAL AIRLINES INC.,airline hub,EWR,"NARRATIVE: CONTINENTAL AIRLINES INC. FLIGHT COA142 DEPARTED COS ENROUTE TO EWR, JUNE 14, 1997. AFTER TAKE-OFF, THE",rebel
REL_2064,FUEL LEVER,subclass of,ENGINE,NR2 ENGINE FIRE WHILE LOADING PASSENGERS AT GATE. EVACUATED. FUEL LEVER WAS IN FLIGHT IDLE. CUT OFF. SMOKE CLEARED.,rebel
REL_2065,CHGE,product or material produced,FUEL,LOST POWER ENROUTE. FORCE LANDED WEST OF AIRPORT. NOSED OVER IN MUD. 175 NOT FLOWN 10YRS. ONLY OIL CHGE FUEL FLUSH.,rebel
REL_2066,SAFE GEAR FOR LANDING,different from,LANDED GEAR UP,UNABLE SAFE GEAR FOR LANDING. LOST RIGHT ENGINE DUE LOW FUEL. LANDED GEAR UP. FAILED USE PROPER EMERGENCY PROCEDURE,rebel
REL_2066,LANDED GEAR UP,different from,SAFE GEAR FOR LANDING,UNABLE SAFE GEAR FOR LANDING. LOST RIGHT ENGINE DUE LOW FUEL. LANDED GEAR UP. FAILED USE PROPER EMERGENCY PROCEDURE,rebel
REL_2067,COWLING,different from,PREFLIGHT A/C,NARRATIVE: COMMERCIAL PILOT DID NOT PROPERLY PREFLIGHT A/C. COWLING DETACHED DURING TAKE-OFF.,rebel
REL_2067,PREFLIGHT A/C,different from,COWLING,NARRATIVE: COMMERCIAL PILOT DID NOT PROPERLY PREFLIGHT A/C. COWLING DETACHED DURING TAKE-OFF.,rebel
REL_2068,STURCK TREES,use,PREFLIGHT CHECK,PILOT DID NOT PERFORM PREFLIGHT CHECK AND FAILED TO REMOVE GUST LOCK FROM FLIGHT CONTROLS. STURCK TREES END OF RUN,rebel
REL_2069,GROUND MAINTENANCE CHECK,facet of,AIRCRAFT,NARRATIVE: WHAT STARTED AS AN AIRCRAFT GROUND MAINTENANCE CHECK TURNED INTO AN ABORTED TAKEOFF DUE TO LACK OF ANY A,rebel
REL_2070,N1319E,operator,PIC,"NARRATIVE: PIC DID NOT ADEQUATELY PREFLIGHT N1319E, AND CONSEQUENTLY FAILED TO NOTICE THAT THE FUEL TANKS WERE NEAR",rebel
REL_2071,DRIFTED LANDING ROLL,subclass of,DRIFTED SNOW AND PLOWED DIRFTS,DRIFTED LANDING ROLL. HIT DRIFTED SNOW AND PLOWED DIRFTS. SKIDDED SIDEWAYS OFF RWY. INCORRECT RWY CONDITION REPORT.,rebel
REL_2073,AIRCRAFT,has part,MAIN GEAR,NARRATIVE: ON SCENE INVESTIGATION ON 7-13-97 FOUND AIRCRAFT PARKED IN A WHEAT FIELD WITH THE LEFT MAIN GEAR COLLAPS,rebel
REL_2073,MAIN GEAR,part of,AIRCRAFT,NARRATIVE: ON SCENE INVESTIGATION ON 7-13-97 FOUND AIRCRAFT PARKED IN A WHEAT FIELD WITH THE LEFT MAIN GEAR COLLAPS,rebel
REL_2074,FUEL PUMPS INOP,subclass of,ENGINES,LOST POWER BOTH ENGINES. DESTOYED LANDING. HAD KNOWN MECH PROBLEMS. FAILED FEATHER. STALLED. FUEL PUMPS INOP. (-23),rebel
REL_2075,(4)BEFO,subclass of,BELEIVING EMERGENCY,DOOR OPENED ON CLIMBOUT. BECAME DISTRUBED BELEIVING EMERGENCY. LANDED SHORT. SHEARED GEAR. SLID INTO TREE. (.4)BEFO,rebel
REL_2076,INOP,opposite of,SIC,V1 ROTATION PREMATURE. STALLED IMPACTED. SLIDE OFF RWY. ATTEMPT DEPART R ENGINE INOP NOT SIC. POSSIBLE ILLEGAL OPS.,rebel
REL_2076,SIC,opposite of,INOP,V1 ROTATION PREMATURE. STALLED IMPACTED. SLIDE OFF RWY. ATTEMPT DEPART R ENGINE INOP NOT SIC. POSSIBLE ILLEGAL OPS.,rebel
REL_2077,COCKPIT,has part,WIND CHECK SMOKER,SMOKE IN COCKPIT RETURNING TO BASE PILOT PANICKED. CRASH LANDED. APPARENTLY ACTIVATED THE WIND CHECK SMOKER.,rebel
REL_2077,WIND CHECK SMOKER,part of,COCKPIT,SMOKE IN COCKPIT RETURNING TO BASE PILOT PANICKED. CRASH LANDED. APPARENTLY ACTIVATED THE WIND CHECK SMOKER.,rebel
REL_2078,STALL SPIN AND BURNED ON IMPACT,manufacturer,SMOKE,THRU A ROD ON CLIMBOUT. SMOKE FIRE. PILOT OVERCOME BY SMOKE. STALL SPIN AND BURNED ON IMPACT. OUT OF CG UNAIRWORTH,rebel
REL_2078,STALL SPIN AND BURNED ON IMPACT,manufacturer,SMOKE,THRU A ROD ON CLIMBOUT. SMOKE FIRE. PILOT OVERCOME BY SMOKE. STALL SPIN AND BURNED ON IMPACT. OUT OF CG UNAIRWORTH,rebel
REL_2079,PILOT,uses,AIRCRAFT,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,rebel
REL_2079,AIRCRAFT,used by,PILOT,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,rebel
REL_2080,AIRCRAFT,used by,PILOT,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,rebel
REL_2080,PILOT,uses,AIRCRAFT,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,rebel
REL_2080,PILOT,uses,AIRCRAFT,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,rebel
REL_2080,AIRCRAFT,used by,PILOT,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,rebel
REL_2081,PILOT ACCIDENTLY PULLED BRAKE,has cause,CARB HEAT,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,rebel
REL_2081,CARB HEAT,has effect,PILOT ACCIDENTLY PULLED BRAKE,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,rebel
REL_2082,RUNWA,instance of,AIR TRAFFIC CONTROL,"NARRATIVE: AT THE DIRECTION OF AIR TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT RUNWA",rebel
REL_2083,STC,product or material produced,AUTO,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,rebel
REL_2084,ANOKA,located in the administrative territorial entity,MN,"NARRATIVE: PILOT REPORTED ENGINE SPUTTERED AND QUIT ON APPROACH TO ANOKA, MN AIRPORT. TRIED RESTARTING WITH NO EFFE",rebel
REL_2085,Runway 5,part of,CLIMB,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,rebel
REL_2085,CLIMB,has part,Runway 5,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,rebel
REL_2086,FUEL EN ROUTE,has part,FUEL TANK CAP,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,rebel
REL_2086,FUEL TANK CAP,part of,FUEL EN ROUTE,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,rebel
REL_2087,CARGO STRAP,part of,BAGGAGE CONTAINER,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN.,rebel
REL_2087,CARGO STRAP,part of,TAIL ROTOR,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN.,rebel
REL_2087,BAGGAGE CONTAINER,has part,CARGO STRAP,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN.,rebel
REL_2087,TAIL ROTOR,has part,CARGO STRAP,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN.,rebel
REL_2088,JAMMED GEAR,part of,MAINTERNANCE,FAILED TO GET RELEASE FROM MAINTERNANCE. OPEN REPAIR ORDER EXISTED DISCONNECTED NLF DOOR JAMMED GEAR CAUSED COLLAPS,rebel
REL_2089,TUNDRA,part of,TAKEOFF,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON,rebel
REL_2090,TANK DRAIN,product or material produced,FUEL,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.,rebel
REL_2091,PUNCTURED WING,subclass of,CANOPY,CANOPY NOT LATCHED PROPERLY BEFORE TAKE OFF AND DEPARTED AIRCRAFT ON APPROACH. PUNCTURED WING. NOT ON CHECK LIST.,rebel
REL_2092,NARRATIVE,uses,TESTS,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,rebel
REL_2092,TESTS,used by,NARRATIVE,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,rebel
REL_2093,RAIN,has part,FUEL,AERIAL MOOSE SURVEY. LOST POWER LOW ALTITUDE. STRUCK TREES. WATER IN FUEL. HAD SAT OUT IN ALL NIGHT RAIN. (.4)THE C,rebel
REL_2094,GEAR RETRACTION,has part,GEAR SELECTOR,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.,rebel
REL_2094,GEAR SELECTOR,part of,GEAR RETRACTION,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.,rebel
REL_2095,PA-12,operator,PIPER,"AIRCRAFT CRASHED ON LANDING. (.4) ON SEPTEMBER 14, 1997, AT 0830 ALASKA DAYLIGHT TIME, A PIPER PA-12 AIRPLANE, N789",rebel
REL_2096,TUBE ASSEMBY BENT,instance of,GEAR,CHECK RIDE FLIGHT UNABLE EXTEND NOSE GEAR. GEAR IN OVER CENTER. TUBE ASSEMBY BENT. CRACKED. CAUSAL UNKNOWN.,rebel
REL_2097,CLIMBOUT,different from,RUNWAY,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,rebel
REL_2097,RUNWAY,different from,CLIMBOUT,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,rebel
REL_2098,ACFT,located in the administrative territorial entity,BEAN FIELD,"AFTER TOUCH AND GO ACFT CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, ACFT LANDED IN A BEAN FIELD. (.4) IN THE WRIT",rebel
REL_2098,ACFT,located in the administrative territorial entity,BEAN FIELD,"AFTER TOUCH AND GO ACFT CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, ACFT LANDED IN A BEAN FIELD. (.4) IN THE WRIT",rebel
REL_2099,SUNMER,located in the administrative territorial entity,IOWA,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",rebel
REL_2100,SPEARFISH,located in the administrative territorial entity,SD,"ACFT ENGINE LOST POWER ON CLIMBOUT AND PILOT MADE AN EMERG LANDING, SPEARFISH, SD. (.4)THE AIRPLANE SUFFERED A PART",rebel
REL_2101,TAKEOFF ROLL,has part,NOSE STRIKING THE GROUND,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2101,TAKEOFF ROLL,has part,SUBSEQUEN,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2101,NOSE STRIKING THE GROUND,part of,TAKEOFF ROLL,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2101,NOSE STRIKING THE GROUND,part of,SUBSEQUEN,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2101,SUBSEQUEN,part of,TAKEOFF ROLL,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2101,SUBSEQUEN,part of,NOSE STRIKING THE GROUND,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,rebel
REL_2102,LEAK,has cause,OIL,LOST OIL PRESSURE. LANDED F18. INDICATES SMALL OIL LEAKS AND OIL NOT CHECKED FOR SOME TIME. NO OIL IN ENGINE.,rebel
REL_2103,ACFT CRASHED AFTER TAKEOFF,location,"BLISSFIELD, MI","ACFT CRASHED AFTER TAKEOFF, BLISSFIELD, MI (.19)ON JULY 2, 1998, AT 0800 EASTER DAYLIGHT TIME (EDT), W WICKS FLY BA",rebel
REL_2103,ACFT CRASHED AFTER TAKEOFF,point in time,"JULY 2, 1998","ACFT CRASHED AFTER TAKEOFF, BLISSFIELD, MI (.19)ON JULY 2, 1998, AT 0800 EASTER DAYLIGHT TIME (EDT), W WICKS FLY BA",rebel
REL_2104,MI,shares border with,WI,"NARRATIVE: ON OCTOBER 7, 1997 AT APPROXIMATELY 1800 EDT A BEECHCRAFT BE58, N18BZ DEPARTED FROM GAYLORD, MI (GLR) WI",rebel
REL_2104,WI,shares border with,MI,"NARRATIVE: ON OCTOBER 7, 1997 AT APPROXIMATELY 1800 EDT A BEECHCRAFT BE58, N18BZ DEPARTED FROM GAYLORD, MI (GLR) WI",rebel
REL_2105,PILOT,uses,AIRCRAFT,THE PILOT WAS TAXIING THE AIRCRAFT INTO THE WIND WITH THE CONTROLS TIED BACK WITH THE SEAT BELT. THE AIRCRAFT WENT,rebel
REL_2105,AIRCRAFT,used by,PILOT,THE PILOT WAS TAXIING THE AIRCRAFT INTO THE WIND WITH THE CONTROLS TIED BACK WITH THE SEAT BELT. THE AIRCRAFT WENT,rebel
REL_2106,TAKEOFF,has part,ENGIN,"THE PILOT ABORTED THE FIRST TAKEOFF DUE TO A ROUGH RUNNING ENINGE. HE PERFORMED A RUN-UP, DETERMINED THAT THE ENGIN",rebel
REL_2106,ENGIN,part of,TAKEOFF,"THE PILOT ABORTED THE FIRST TAKEOFF DUE TO A ROUGH RUNNING ENINGE. HE PERFORMED A RUN-UP, DETERMINED THAT THE ENGIN",rebel
REL_2107,TAKEOFF,part of,WINDSHIELDS,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,rebel
REL_2107,WINDSHIELDS,has part,TAKEOFF,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,rebel
REL_2108,Right MAIN GEAR,manufacturer,CGI,RIGHT MAIN GEAR FOLDED LANDING AT CGI HAD DEPARTED PRIOR TO MAINTENANCE WORK ON GEAR WAS COMPLETED.,rebel
REL_2109,FERRY,item operated,AIRCRAFT IDLE,AIRCRAFT IDLE 2 YRS ON A FERRY FLIGHT. LOST RIGHT ENGINE AND PART POWER LEFT ON CLIMBOUT. FUEL FILTERS CLOGGED. (-2,rebel
REL_2111,CABIN,has part,RADAR,"ACFT REPORTED A PROBLEM WITH CABIN PRESSURE AT FL260 AND WAS CLEARED DOWN TO FL150, RADIO AND RADAR CONTACT WAS LOS",rebel
REL_2111,RADAR,part of,CABIN,"ACFT REPORTED A PROBLEM WITH CABIN PRESSURE AT FL260 AND WAS CLEARED DOWN TO FL150, RADIO AND RADAR CONTACT WAS LOS",rebel
REL_2112,FUEL,different from,TANK DRY,"PILOT RAN LEFT FUEL TANK DRY, FAILING TO SWITCH TO OTHER TANKS. (.4)THE AIRCRAFT'S ENGINE LOST POWER ON FINAL APPRO",rebel
REL_2112,TANK DRY,different from,FUEL,"PILOT RAN LEFT FUEL TANK DRY, FAILING TO SWITCH TO OTHER TANKS. (.4)THE AIRCRAFT'S ENGINE LOST POWER ON FINAL APPRO",rebel
REL_2113,AILERON PROBLEMS ON TAKEOFF TOW,has cause,GLIDER EXPERIENCED AILERON PROBLEMS ON TAKEOFF TOW,"GLIDER EXPERIENCED AILERON PROBLEMS ON TAKEOFF TOW, AFTER THE ACFT WAS RELEASED FROM THE TOW IT STRUCK A BUSH AND S",rebel
REL_2114,REXBURG,located in the administrative territorial entity,IDAHO,"(-5)IFR FLIGHT, REXBURG, IDAHO TO GUNNISON, CO., PILOT REQUESTED DIVERSION TO IDAHO FALLS (IDA) AFTER HAVING SMOKE",rebel
REL_2115,CESSNA,has part,N307DW,"(.19)ON SEPTEMBER 16, 1998, ABOUT 2040 EASTERN DAYLIGHT TIME, A CESSNA 152, N307DW, WAS SUBSTANTIALLY DAMAGED DURIN",rebel
REL_2115,N307DW,part of,CESSNA,"(.19)ON SEPTEMBER 16, 1998, ABOUT 2040 EASTERN DAYLIGHT TIME, A CESSNA 152, N307DW, WAS SUBSTANTIALLY DAMAGED DURIN",rebel
REL_2116,A FORCED LANDING IN DU,point in time,"AUGUST 26, 1998","ON AUGUST 26, 1998, ABOUT 1805 EDT, A ROGINSON R-22 N9067G, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING IN DU",rebel
REL_2117,PILOT,has part,GO LANDINGS,PILOT WAS PRACTICING TOUCH AND GO LANDINGS WHEN THE ACFT LOST ENGINE POWER AT 200 FEET AND LANDED 1/2 MILE SHORT OF,rebel
REL_2117,GO LANDINGS,part of,PILOT,PILOT WAS PRACTICING TOUCH AND GO LANDINGS WHEN THE ACFT LOST ENGINE POWER AT 200 FEET AND LANDED 1/2 MILE SHORT OF,rebel
REL_2118,SNOW TAXIING,has part,SNOWBANK,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,rebel
REL_2118,SNOWBANK,part of,SNOW TAXIING,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,rebel
REL_2119,TAKEOFFF,has effect,AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,ACFT CRASHED ON TAKEOFFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.4) THE AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,rebel
REL_2119,AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,has cause,TAKEOFFF,ACFT CRASHED ON TAKEOFFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.4) THE AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,rebel
REL_2120,A-36,manufacturer,BEECH,"(-5)ON OCTOBER 21 ,1998, AT 1205 CDT, N3256V, A BEECH A-36, OWNED AND OPERATED BY FRANK ROBINS III, RECEIVED MINOR",rebel
REL_2121,F/A-18 Hornet,based on,Boeing 707,(-5)DURING CRUISE FLIGHT THE PILOT HEARD A LOUD BANG AS IF SOMETHING HAD HIT THE AIRCRAFT. THE PILOT MADE A PRECAUT,rebel
REL_2122,AVA,located in the administrative territorial entity,MO,"ON DEPARTURE FROM AVA, MO., ACFT SWERVED TO RIGHT AND PILOT COULD NOT RECOVER, CRASHED ON AIRPORT PROPERTY OFF RWY.",rebel
REL_2123,ACFT STALLED AND CRASHED UPON TAKEOFF,point in time,"NOVEMBER 4, 1998","ACFT STALLED AND CRASHED UPON TAKEOFF. (.19)ON NOVEMBER 4, 1998, AT 1045 HOURS PACIFIC STANDARD TIME, A PIPER PA-46",rebel
REL_2124,Take-Off,followed by,ROTATION,NARRATIVE: DURING TAKE-OFF AND UPON ROTATION THE PILOT STATED THE AIRCRAFT APPEARED EXTREMELY HEAVY AND DID NOT WAN,rebel
REL_2124,ROTATION,follows,TAKE-OFF,NARRATIVE: DURING TAKE-OFF AND UPON ROTATION THE PILOT STATED THE AIRCRAFT APPEARED EXTREMELY HEAVY AND DID NOT WAN,rebel
REL_2125,A 55 GALLON DRUM,has part,PUMP,LOST POWER ON LANDING. APPROACH. CRASHED LANDED. NO NARRATIVE. (.4)THE PILOT USED A 55 GALLON DRUM WITH A PUMP AND,rebel
REL_2125,PUMP,part of,A 55 GALLON DRUM,LOST POWER ON LANDING. APPROACH. CRASHED LANDED. NO NARRATIVE. (.4)THE PILOT USED A 55 GALLON DRUM WITH A PUMP AND,rebel
REL_2126,CessNA 182F,subclass of,PILOTED BY A COMMERCIAL PILOT,"(.19) ON NOVEMBER 14, 1998, AT 1115 CENTRAL STANDARD TIME, A CESSNA 182F, N3240U, PILOTED BY A COMMERCIAL PILOT, RE",rebel
REL_2127,N21466,instance of,HELICOPTER,"(.19)ON NOVEMBER 15, 1998, APPROXIMATELY 0945 CENTRAL STANDARD TIME, A BELL 206B HELICOPTER, N21466, WAS SUBSTANTIA",rebel
REL_2128,"2,000 FT",opposite of,"4,500 FT","(-23) WITHIN APPROXIMATELY 3 MIN. AFTER DESCENDING FROM 4,500 FT. TO 2,000 FT., THE ENGINE RPM DROPPED TO APPROXIMA",rebel
