record_id,problem,action,aircraft_model,manufacturer,source
MN_104436,#2 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_104437,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104438,#4 INTAKE LEAKING.,ERMOVED & REPLACED GASKET.,,,maintnet
MN_104439,L/H ENG #4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104440,R/H ENG #4 & 3 INTAKE GASKETS LEAK.,REPLACED #3 INTAKE GASKET.,,,maintnet
MN_104441,R/H ENG #4 & 3 INTAKE GASKETS LEAK.,REPLACED #4 INTAKE GASKET.,,,maintnet
MN_104442,#2 INTAKE LEAKING ON L/H ENG.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104443,#4 INTAKE GASKET LEAKING ON L/H ENGINE.,REPLACED GASKETS.,,,maintnet
MN_104444,#4 INTAKE GASKET LEAKING ON R/H ENG.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104445,#3 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104446,#1 ROCKER COVER GASKET LEAKING ON R/H ENG.,REMOVED & REPLACED W/ SILICONE GASKET.,,,maintnet
MN_104447,L/H ENG #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104448,L/H ENG #2 & 3 INTAKES ARE LEAKING.,INSTALLED NEW INTAKE GASKETS.,,,maintnet
MN_104449,L/H ENG ALL ROCKER COVER DRAIN HOSE CLAMPS ARE LEAKING.,TIGHTENED CLAMPS.,,,maintnet
MN_104450,R/H ENG #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_104451,R/H ENG ALL ROCKER COVER DRAIN HOSE CLAMPS ARE LEAKING.,TIGHTENED HOSE CLAMPS.,,,maintnet
MN_104452,R/H ENG #3 CYL HAS LOW COMPRESSION (58/80).,"RAN UP A/C, PERFORMED COMPRESSION CK. STAKED EXHAUST VA",,,maintnet
MN_104453,"FWD COOLING BAFFLE LOOSE, UNDER ALT.",SECURED LOOSE BAFFLE.,,,maintnet
MN_104454,CYL #2 BAFFLE SEAL IS LOOSE.,RESECURED BAFFLE SEAL.,,,maintnet
MN_104455,#2 & 3 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104456,L/H & R/H BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,,,maintnet
MN_104457,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,REMOVED & REPLACED L/H ENGINE BAFFLE OVER ROCKER COVERS,,,maintnet
MN_104458,#4 & 3 INTAKE GASKETS LEAKING ON LEFT ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104459,CYLINDER HEAD TEMP WOULD JUMP 150*F.,"REMOVED & REPLACED CHT PROBE, RAN A/C, OPS GOOD.",,,maintnet
MN_104460,#4 CYL L/H ENG BAFFLE SEAL LOOSE.,DRILLED & REPLACED RIVET ON BAFFLE SEAL.,,,maintnet
MN_104461,ALL ROCKER DRAIN LINES LEAKING AT HOSE CLAMPS.,TIGHTENED ALL ROCKER DRAIN HOSE CLAMPS.,,,maintnet
MN_104462,#1 - 3 BAFFLE WIRE NOT CONNECTED.,REPLACED TIE WIRE ASSY.,,,maintnet
MN_104463,"#3 INTAKE GASKET LEAKING, R/H ENG.",REMOVED & REPLACED GASKET.,,,maintnet
MN_104464,CYL #3 INTAKE GASKET LEAKING ON L/H ENG.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104465,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_104466,"#1, 2, 4 OIL RETURN LINES LEAKING.",TIGHTENED RETURN LINES.,,,maintnet
MN_104467,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,,,maintnet
MN_104468,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED W/ NEW SILICONE GASKET.,,,maintnet
MN_104469,CRACK ON L/H UPPER BAFFLE.,STOP DRILLED CRACK.,,,maintnet
MN_104470,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104471,"#1, 2, 4 INTAKES LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_104472,POSSIBLE CRANKSHAFT OIL SEAL LEAKING.,"REMOVED PROP & FLYWHEEL. INSPECTED CRANKSHAFT, NO LEAK",,,maintnet
MN_104473,"AFTER START, ENG RAN ROUGH. RPM OVER 1000, ENG WOULD SPUTTER","RAN UP TO OPERATING TEMPS, ENGINE RAN SMOOTH THROUGH AL",,,maintnet
MN_104474,IDLE CK RPM DECREASED TO ZERO.,"RAN UP TO TEMPS, CLEARED PLUGS, OPS CK'ED GOOD W/ GOOD",,,maintnet
MN_104475,#3 BAFFLE TIE ROD BROKEN.,REPLACED TIE ROD.,,,maintnet
MN_104476,"#3, 4 INTAKES LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104477,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104478,CYL #3 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104479,#4 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104480,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104481,#1 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED BOTH ROCKER GASKETS.,,,maintnet
MN_104482,#2 & 4 INTAKE GASKET HAS EVIDENCE OF LEAKING.,REPLACED BOTH INTAKE GASKETS.,,,maintnet
MN_104483,"#2 CYL FAILED  @ .031"".",FOR BREAK-IN FLIGHT.,,,maintnet
MN_104484,"#3 CYL FAILED  @ .032"".",FOR BREAK-IN FLIGHT.,,,maintnet
MN_104485,"#4 CYL FAILED  @ .033"".",FOR BREAK-IN FLIGHT.,,,maintnet
MN_104486,"#4 CYL FAILED  @ .033"".","REASSEMBLED CYL, DRY TAPPET CLEARANCE CK GOOD.",,,maintnet
MN_104487,"#1 CYL VALVE GUIDE FAILED  @ .035"".",FOR BREAK-IN FLIGHT.,,,maintnet
MN_104488,"#2 CYL FAILED  @ .031"".","COMPLETED REASSEMBLY, DRY TAPPET CLEARANCE CK GOOD.",,,maintnet
MN_104489,"#2 CYL FAILED  @ .031"".",DISASSEMBLED ENGINE AS NECESSARY TO REMOVE CYL. INSTALL,,,maintnet
MN_104490,"#3 CYL FAILED  @ .032"".",DISASSEMBLED ENGINE. REMOVED CYLINDER. INSTALLED CYL KI,,,maintnet
MN_104491,"#4 CYL FAILED  @ .033"".",DISASSEMBLED ENGINE. REMOVED CYLINDER. INSTALLED CYL KI,,,maintnet
MN_104492,"#3 CYL FAILED  @ .032"".",REASSEMBLED CYL. EXHAUST PUSH ROD TOO SHORT. REPLACED P,,,maintnet
MN_104493,"#1 CYL VALVE GUIDE FAILED  @ .035"".",DISASSEMBLED ENGINE AS NECESSARY TO REMOVE CYL. INSTALL,,,maintnet
MN_104494,"#1 CYL VALVE GUIDE FAILED  @ .035"".","COMPLETED REASSEMBLY, EXHAUST PUSH ROD TOO SHORT. REPLA",,,maintnet
MN_104495,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104496,R/H BAFFLE PLUG BROKEN.,REMOVED & REPLACED PLUG.,,,maintnet
MN_104497,"L/H ENG, R/H REAR BAFFLE CRACKED.",STOP DRILLED CRACKS.,,,maintnet
MN_104498,R/H ENGINE #2 & 4 INTAKE TUBE GASKETS LEAK.,INSTALLED NEW GASKETS.,,,maintnet
MN_104499,L/H ENG #2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE TUBE GASKET.,,,maintnet
MN_104500,#2 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_104501,FOD ON TOP OF STARTER,REMOVED FOD.,,,maintnet
MN_104502,BAFFLING ON #3 CYL CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_104503,"#2, 4 CYL BAFFLING TENSION RODS NOT CONNECTED.","FOUND REAR BAFFLE TENSION ROD TO BE BROKEN, REPLACED TE",,,maintnet
MN_104504,SNIFFLER VALVES DIRTY.,CLEANED VALVES.,,,maintnet
MN_104505,L/H BAFFLE PLUG MISSING.,INSTALLED PLUG.,,,maintnet
MN_104506,FWD INLET SCREEN ON SERVO NEEDS TO BE CLEANED.,CLEANED SCREEN.,,,maintnet
MN_104507,#4 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104508,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",STOP DRILLED CRACK.,,,maintnet
MN_104509,"R/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",STOP DRILLED CRACK.,,,maintnet
MN_104510,PROP OVERSPEED 2770 FOR 3+ SECONDS.,"REVIEWED FDM DATA, SHOWED MOMENTARY RPM OF 2772.5, COMP",,,maintnet
MN_104511,#1 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_104512,#1 FWD BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_104513,#2 SIDE BAFFLE SEAL LOOSE.,RECRIMPED STAPLES.,,,maintnet
MN_104514,#4 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_104515,#2 & 1 INTAKES LEAKING.,REPLACED GASKETS.,,,maintnet
MN_104516,#4 INTAKE LEAKS.,REPLACED GASKET.,,,maintnet
MN_104517,ENGINE IDLES AT APPROXIMATELY 1000 RPM ON LAST DAILY SHUT DO,"ADJUSTED IDLE ""UP"" TO SPECS, OPS CK GOOD.",,,maintnet
MN_104518,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_104519,"#1, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104520,SCREW FOR BAFFLE BEHIND OIL DIPSTICK TUBE LOOSE.,INSTALLED W/ LOCK TITE.,,,maintnet
MN_104521,CYL #1 FWD BAFFLE IS CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_104522,#3 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104523,"#3, 4 INTAKE GASKETS LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104524,ALL 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104525,#2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104526,"#2, 3 INTAKE ON R/H ENGINE LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104527,"#3 ROCKER GASKET LEAKS, R/H ENG.",REMOVED & REPLACED W/ SILICONE GASKET.,,,maintnet
MN_104528,#2 CYL BAFFLING SEAL UNSECURED ON R/H ENGINE.,RESECURED BAFFLE SEAL W/ POP RIVETS.,,,maintnet
MN_104529,"L/H ENG #2, 3 & 4 INTAKE TUBE GASKETS LEAKING.",INSTALLED NEW GASKETS.,,,maintnet
MN_104530,R/H ENG #2 & 3 INTAKE TUBE GASKETS LEAKING.,INSTALLED NEW INTAKE TUBE GASKETS.,,,maintnet
MN_104531,ROCKER COVER SCREW IS MISSING.,REPLACED ROCKER COVER SCREW.,,,maintnet
MN_104532,HARDWARE MISSING ON #3 BAFFLE.,INSTALLED NEW HARDWARE.,,,maintnet
MN_104533,#1 & 3 SIDE BAFFLE CRACKED.,REMOVED & REPLACED BAFFLE.,,,maintnet
MN_104534,#2 & 4 CYL DEFLECTOR CRACKED.,REMOVED & REPLACED DEFLECTOR.,,,maintnet
MN_104535,#4 CYL EXHAUST PUSH TUBE HAS DENT.,REMOVED & REPLACED #4 CYL EXHAUST PUSH TUBE.,,,maintnet
MN_104536,ALL ENGINE BAFFLING FELT SEALS DAMAGED & ABRASION BUFFER PAD,CLEANED ALL BAFFLING OF OLD FELT & ADHESIVE. CLEANED AB,,,maintnet
MN_104537,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104538,"#2, 3, 4 ROCKER GASKETS LEAKING.",INSTALLED NEW GASKETS.,,,maintnet
MN_104539,INTAKES 2 & 3 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104540,#1 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104541,#3 & 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104542,L/H ENG 1ST STAGE COMP BLADE IS NICKED.,"INSPECTED & RESEARCHED MX HISTORY, VERIFIED TO HAVE BEE",,,maintnet
MN_104543,BREATHER TUBE BLOCKED,REMOVED BLOCKAGE,,,maintnet
MN_104544,COULD NOT START L/H ENGINE.,PREHEATED L/H ENGINE & STARTED. RAN A/C TO WARM ENGINE.,,,maintnet
MN_104545,"WHEN LEANING OUT ENGINE, ENGINE WOULD QUIT & DIE",RAN A/C & WARMED ENGINE. ALL CHECKS GOOD. NO DEFECTS FO,,,maintnet
MN_104546,START ASSIST NEEDED.,STARTED A/C FOR PILOT.,,,maintnet
MN_104547,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104548,#1 INTAKE LEAKING.,REMVED & REPLACED GASKET.,,,maintnet
MN_104549,#3 ROCKER GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_104550,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104551,"L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104552,R/H ENGINE ALL 4 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED ALL 4 GASKETS.,,,maintnet
MN_104553,RPM REACHED 2770 IN FLIGHT FOR A FEW SECONDS.,ENGINE SPEED DID NOT EXCEED 5% OR RATED ENGINE SPEED IA,,,maintnet
MN_104554,"INITIALLY AFTER TAKE OFF, ON CLIMBOUT; EXPERIENCED SUDDEN LO","RAN UP A/C, PERFORMED MAG, IDLE/MIXTURE CHECKS MULTIPLE",,,maintnet
MN_104555,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104556,ROCKER COVERS 1 & 3 LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104557,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104558,#4 ROCKER COVER LEAKS.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104559,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_104560,#2 SIDE BAFFLE SEAL IS LOOSE.,SECURED W/ POP RIVETS.,,,maintnet
MN_104561,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104562,"#3 INTAKE GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED GASKET.,,,maintnet
MN_104563,"#1 ROCKER COVER GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED GASKET.,,,maintnet
MN_104564,"2, 3, 4 INTAKES ARE LEAKING ON LEFT ENGINE.",REMOVED & REPLACED INTAKE GASKETS W/ NEW.,,,maintnet
MN_104565,2 BAFFLE TIE RODS BROKEN.,REPLACED TIE RODS.,,,maintnet
MN_104566,"#1 CYL EXHAUST VALVE FAILED  (EX CLEARANCE .033"").",LEAK CK GOOD.,,,maintnet
MN_104567,"#2 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .035"").",LEAK CK GOOD.,,,maintnet
MN_104568,"#3 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .034"").",LEAK CK GOOD.,,,maintnet
MN_104569,"#2 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .035"").",STARTED DISASSEMBLY.,,,maintnet
MN_104570,"#4 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .033"").",LEAK CK GOOD. FOR MX BREAK-IN FLIGHT.,,,maintnet
MN_104571,"#1 CYL EXHAUST VALVE FAILED  (EX CLEARANCE .033"").","REPLACED CYLINDER W/ NEW CYLINDER. TORQUED TO CASE, STA",,,maintnet
MN_104572,"#1 CYL EXHAUST VALVE FAILED  (EX CLEARANCE .033"").","COMPLETED REASSEMBLY, DRY TAPPET CLEARANCE CK GOOD. SER",,,maintnet
MN_104573,"#2 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .035"").","REPLACED CYLINDER, TORQUED TO CASE, DRY TAPPET CLEARANC",,,maintnet
MN_104574,"#3 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .034"").","REPLACED CYLINDER, TORQUED TO CASE, DRY TAPPET CLEARANC",,,maintnet
MN_104575,"#4 CYL EXHAUST VALVE FAILED  (EX CLEARNACE .033"").","REPLACED CYLINDER, TORQUED TO CASE, DRY TAPPET CLEARANC",,,maintnet
MN_104576,#4 INTAKE LEAKING.,REPLACED INTAKE GASKET.,,,maintnet
MN_104577,#4 ROCKER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104578,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104579,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104580,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_104581,#2 INTAKE TUBE GASKET LEAKING.,REPLACED GASKET.,,,maintnet
MN_104582,#2 LOWER INTAKE CLAMP LOOSE.,RESECURED CLAMP.,,,maintnet
MN_104583,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104584,SCREW MISSING ON BACK OF #3 BAFFLE.,INSTALLED NEW SCREW.,,,maintnet
MN_104585,OIL FOUND NEAR CYL #2 & 4 INTAKE TUBES.,"WASHED ENGINE, RAN A/C. OPS & LEAK CK GOOD. NO DISCREPA",,,maintnet
MN_104586,R/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW PLUG.,,,maintnet
MN_104587,#3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,,,maintnet
MN_104588,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104589,ENGINE DIRTY.,WASHED ENGINE.,,,maintnet
MN_104590,OIL SEEPING FROM TOP OF CASE HALVES.,LEAK CK GOOD.,,,maintnet
MN_104591,OIL SEEPING FROM TOP OF CASE HALVES.,CLEANED & SEALED LEAKING BOLT HOLE.,,,maintnet
MN_104592,#3 REAR BAFFLE MOUNTING BRACKET CRACKED.,INSTALLED REPAIRED R/H REAR BAFFLE.,,,maintnet
MN_104593,#2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104594,"L/H ENG #3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED BOTH INTAKE GASKETS.,,,maintnet
MN_104595,"DURING CRUISE, THERE WAS A LOUD BANG. DURING WHICH ALTIMETER",INSPECTED & FOUND CYL #1 INTAKE TUBE TO BE LOOSE. REMOV,,,maintnet
MN_104596,#1 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_104597,SNIFFLER VALVES DIRTY.,CLEANED BOTH SNIFFLER VALVES.,,,maintnet
MN_104598,MIDDLE & R/H ENGINE COWL NEED NEW CHAFE TAPE.,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,,,maintnet
MN_104599,ENGINE SURGING ON LAST CLIMB OUT CROSSING 1300 MSL.,"RAN A/C, COULD NOT DUPLICATE DISCREPANCY. OPS CK GOOD.",,,maintnet
MN_104600,BAFFLE SEAL ON #1 CYL NEEDS TO BE SECURED.,SECURED BAFFLE SEAL W/ POP RIVET.,,,maintnet
MN_104601,#1 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104602,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104603,HARD LANDING REPORTED BY TOWER.,COMPLETED REASSEMBLY; INCLUDING FUEL LINES AT PUMP. RAN,,,maintnet
MN_104604,"L/H MAG, LOWER STUD PULLED OUT FROM CASE.",DAMAGED AREA NOT REPAIRABLE. INSTALLED & TORQUED ORIGIN,,,maintnet
MN_104605,UPPER EXHAUST SHROUD DOES NOT ALIGN W/ LOWER SHROUD.,TRIMMED FRONT BAFFLE & SEAL TO ALLOW PROPER ALIGNMENT.,,,maintnet
MN_104606,#2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,,,maintnet
MN_104607,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104608,#2 CYL ROCKER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_104609,R/H FWD ENGINE BAFFLE BOLT NEEDS TO BE SAFETIED.,SAFETIED R/H FWD ENGINE BAFFLE BOLT.,,,maintnet
MN_104610,FRONT ENG SEAL (BLACK) ABOVE AIR INTAKE WORN SPOTS.,INSTALLED RTV TO WORN AREAS.,,,maintnet
MN_104611,"L/H ENG, R/H FWD BAFFLE LOOSE.",RESECURED R/H FWD BAFFLE.,,,maintnet
MN_104612,#4 CYL ON R/H ENG BAFFLE SEAL NEEDS TO BE REPLACED.,REPLACED BAFFLE SEAL.,,,maintnet
MN_104613,#1 & 4 ROCKER BOX COVERS SEEPING ON L/H ENGINE.,INSTALLED NEW ROCKER BOX COVER GASKETS.,,,maintnet
MN_104614,#4 CYL ON R/H ENGINE BAFFLE SEALS NEED TO BE SECURED.,RESECURED BAFFLE SEALS W/ POP RIVETS.,,,maintnet
MN_104615,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104616,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104617,#2 & 3 INTAKE GASKETS LEAKING.,REMED & REPLACED GASKETS.,,,maintnet
MN_104618,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_104619,"#3, 4 PISTON PINS DAMAGED DURING REMOVAL.",REPLACED PINS W/ NEW PARTS.,,,maintnet
MN_104620,"#1, 3 INTAKE PUSH ROD TOO LONG.","REPLACED PUSH RODS, DRY TAPPET CLEARANCE GOOD.",,,maintnet
MN_104621,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,INSTALLED CRANKSHAFT OIL SEAL.,,,maintnet
MN_104622,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,ENGIEN RUN & LEAK CK GOOD. FOR BREAK-I,,,maintnet
MN_104623,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,"INSTALLED BAFFLES, ROUTED & SECURED ALL ENGINE ELECTRIC",,,maintnet
MN_104624,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,SET ALT BELT TENSION. INSTALLED & TIMED BOTH MAGS TO EN,,,maintnet
MN_104625,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,"REMOVED STARTER, ALTERNATOR & OIL COOLER. UNBOLTED FUEL",,,maintnet
MN_104626,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,"REMOVED CYLINDERS, PISTONS, CONNECTING ROD ACCESSORY HO",,,maintnet
MN_104627,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,CRANKSHAFT GEAR & LOCK PLATE WERE TORQUED TO 204 IN/LBS,,,maintnet
MN_104628,#2 & 3 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104629,#4 INTAKE IS LEAKING.,REPLACED W/ NEW GASKET.,,,maintnet
MN_104630,R/H ENG #3 CYL HAS NO COMPRESSION.,"RAN ENGINE, OPS & LEAK CK GOOD.",,,maintnet
MN_104631,R/H ENG #3 CYL HAS NO COMPRESSION.,REINSTALLED CYLINDER ACCESSORIES & BAFFLING.,,,maintnet
MN_104632,"#1, 2 & 4 INTAKE GASKETS ARE LEAKING (R/H ENG).",REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_104633,R/H ENG #3 CYL HAS NO COMPRESSION.,INSPECTED & FOUND EXHAUST VALVE TO BE BURNT. REMOVED #3,,,maintnet
MN_104634,R/H ENG #3 CYL HAS NO COMPRESSION.,"INSTALLED LONGER PUSH ROD, EXHAUST ALVE LEAK CK GOOD. R",,,maintnet
MN_104635,"L/H ENG, L/H REAR BAFFLE SECTION NEEDS REPAIR.",TRANSFERRED AIRWORTHY PARTS TO REPAIRED BAFFLE ASSY.,,,maintnet
MN_104636,R/H NACELLE VENT HAS BENT FLANGE.,CK'ED OK.,,,maintnet
MN_104637,R/H ENG FIREWALL HAS SMALL MARKS BEHIND START/GEN COOLING TU,"CLEANED UP AREA, FOUND MARKS NEGLIGIBLE. ADJUSTED COOLI",,,maintnet
MN_104638,L/H ENG #3 AFT BAFFLE HAS CRACK.,STOP DRILLED CRACK.,,,maintnet
MN_104639,#2 & 3 INTAKES LEAKING ON L/H ENG.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104640,R/H ENG #4 INTAKE TUBE IS CRACKED.,REMOVED & REPLACED INTAKE TUBE.,,,maintnet
MN_104641,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104642,ENGINE BAFFLE PLUGS WORN.,INSTALLED NEW PLUGS.,,,maintnet
MN_104643,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104644,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_104645,#2 ROCKER COVER GASKET LEAKING.,"REMOVED, CLEANED SURFACES & REINSTALLED #3 ROCKER COVER",,,maintnet
MN_104646,ALL ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_104647,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MAN","COMPLETED , REASSEMBLED ENGINE BAFFLES. CLEANED",,,maintnet
MN_104648,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MAN",DISASSEMBLED ENGINE BAFFLES AS REQUIRED. BEGAN PERFORMI,,,maintnet
MN_104649,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MAN","RAN UP ENGINE, LEAK CK GOOD. FOR MX FL",,,maintnet
MN_104650,"#2, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104651,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,"REMOVED R/H REAR BAFFLE, REATTACHED BAFFLE MOUNT & REIN",,,maintnet
MN_104652,BOLT LEAKING ON TOP OF CASE HALVES.,LEAK CK GOOD.,,,maintnet
MN_104653,BOLT LEAKING ON TOP OF CASE HALVES.,RETORQUED LOOSE BOLT.,,,maintnet
MN_104654,INTAKES 3 & 4 LEAKING ON R/H ENGINE.,REPLACED INTAKE GASKETS.,,,maintnet
MN_104655,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_104656,#4 & 2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
