record_id,description,aircraft_model,manufacturer,accident_type,date,year,state,city,airport,source
20000527018049I,(-23) NO NARRATIVE AVAILABLE.,320,CESSNA,II,5-27-20000527,5,L,CONT,L,faa
20000422027739I,(-23)AIRCRAFT LANDED LONG AND WENT OFF OF END OF RUNWAY 18 INTO THE GRASS. RUNWAY WAS CLOSED FOR ELEVEN MINUTES BEC,441,CESSNA,II,4-22-20000422,4,L,,L,faa
20000610019919I,"(-23) THE PILOT STATED THAT APPROXIMATELY ONE HOUR INTO THE FLIGHT OIL SPRAYED OVER THE WINDSHIELD, ENGINE POWER DE",172E,CESSNA,II,6-10-20000610,6,H,,H,faa
20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,DC1030,DOUG,AF,6-25-20000625,6,L,,L,faa
20000528011419A,"(-23) ON 5/28/00 @ 1159 PDT, AIRCRAFT N467YV A PIPER PA46-310P, AMLBU EXPERIENCED POSSIBLE ENGINE PROBLEMS RIGHT AF",PA46310P,PIPER,II,5-28-20000528,5,L,CONT,L,faa
20000626034149I,(-23)AIRCRAFT HAD ENGINE POWER LOSS BETWEEN ROSEBURG TO RED BLUFF. PILOT DECLARED EMERGENCY AND DESCENDED FROM 7500,150F,CESSNA,II,6-26-20000626,6,H,CONT,H,faa
20000512008589A,"(-23) THE MODEL B55 BARON WAS LOADED WITH A TOTAL OF SIX ADULT MALE OCCUPANTS, BAGGAGE, 126 POUNDS OF ADDITIONAL BA",95B55,BEECH,II,5-12-20000512,5,L,CONT,L,faa
20000426010729A,"(-23) THE PILOT WAS ON A CROSS COUNTRY FLIGHT FROM JUSTIN, TX. TO DES MOINES, IOWA. HE STATED THAT THE ENGINE LOST",140,CESSNA,II,4-26-20000426,4,H,CONT,H,faa
20000823008769A,(-23) ON TAKEOFF AT 50 TO 70 FEET AGL THE ENGINE ON N800RH QUIT WITH THE RIGHT TANK SELECTED.  DUE TO THE SHORT DIS,F260B,MRCHTI,II,8-23-20000823,8,L,LYC,L,faa
20000816042639A,"(-23) THE PILOT TOOK OFF FROM MERRILL FIELD RUNWAY 24, DURING CLIMB OUT THE ENGINE CEASED TO DEVELOP POWER. THE PIL",J3C65,PIPER,II,8-16-20000816,8,H,,H,faa
20000630042539A,(-23) THE FOLLOWING INFORMATION WAS PROVIDED BY THE WITNESS TO THE PILOT'S ACTIONS AND SUBSEQUENT TAKEOFF. HE STATE,337,CESSNA,AU,6-30-20000630,6,H,CONT,H,faa
20000713020569I,(-23)EXTENSIVE MAINTENANCE HAD BEEN ACCOMPLISHED ON AIRCRAFT. AIRMAN/OWNER WAS SCHEDULED TO TAKE AIRCRAFT TO OSHKOS,R182,CESSNA,II,7-13-20000713,7,H,LYC,H,faa
20000628010849A,"(-23) STUDENT PILOT STATED THAT WHILE PRACTICING DIFFERENT MANEUVERS FOR HIS CHECK RIDE THE NEXT MORNING, THE AIRCR",172N,CESSNA,II,6-28-20000628,6,H,LYC,H,faa
20000709034939I,(-23) DELTA AIRLINES BOEING 737 N947WP WAS PARKED AT SPOT 11 ON THE NORTH RAMP WAITING FOR THUNDERSTORMS TO MOVE OU,7373B7,BOEING,DE,7-09-20000709,7,L,,L,faa
20000814041259A,"(.19) ON AUGUST 14, 2000, ABOUT 1252 HOURS PACIFIC DAYLIGHT TIME, A BEECH K35, N878R, OWNED AND OPERATED BY THE PIL",K35,BEECH,II,8-14-20000814,8,L,CONT,L,faa
20000710008249A,(-23) PILOT STATED THAT UPON TAXI THE A/C FAILED TO RESPOND TO STEERING OR BRAKING INPUTS. THE A/C TRAVELED ABOUT 3,560XL,CESSNA,ME,7-10-20000710,7,L,,L,faa
20000816043069A,"(-23) AMERICAN TRANS AIR, INC. FLIGHT 253 WAS A SCHEDULED PASSENGER FLIGHT FROM CHICAGO MIDWAY AIRPORT (MDW) TO THE",727264,BOEING,DE,8-16-20000816,8,L,,L,faa
20000723035769I,(-23) ABOUT 7:15 AM ON SATURDAY 7/22/2000 I ^PRIVACY DATA OMI^ PIC OF AIRCRAFT N2709R LEFT LBE ON AN IFR FLIGHT SOP,335,CESSNA,II,7-23-20000723,7,L,CONT,L,faa
20000730035959I,(-23)ON 7/30/00 A CESSNA 150F OPERATED BY ^PRIVACY DATA OMITTED^ DEPARTED WILROADS GARDEN AIRPORT (9K1) AT DODGE CI,150F,CESSNA,II,7-30-20000730,7,H,CONT,H,faa
20000628028249I,"(-23)ON JUNE 28, 2000 AT APPROXIMATELY 1140 AM AN INTERNATIONAL AIR HANDLERS BAGGAGE CART #T-2 BECAME UNHITCHED AND",727227,BOEING,DE,6-28-20000628,6,L,,L,faa
20000827006849A,"(-23) DURING TAKE OFF ROLL THE PILOT'S SEAT MOVED AFT. PILOT PULLED THE THROTTLE OFF, BUT LOSS DIRECTIONAL CONTROL",180,CESSNA,II,8-27-20000827,8,H,,H,faa
20000905028709I,(-23)^PRIVACY DATA^ STATED THAT ALL SYSTEMS CHECKED NORMAL. AFTER TAKE OFF AND CLIMBING THROUGH EIGHT HUNDERED FEET,PA28*,PIPER,II,9-05-20000905,9,L,LYC,L,faa
20000905016439I,(-23) THE A/C BEGAN TO TAXI WITH THE GROUND POWER UNIT (GPU) STILL CONNECTED. THE ELECTRICAL CABLE WAS PULLED FROM,C90A,BEECH,II,9-05-20000905,9,L,,L,faa
20001028024229I,"(-23) DURING A/C PUSH BACK, THE TUG LOST POWER CAUSING IT'S CONTROLS TO LOCK UP. THE OPERATOR SCRAPED THE RIGHT FRO",727200,BOEING,DE,10-28-20001028,10,L,PWA,L,faa
20000904027109I,"(-23)DURING APPROACH FOR LANDING, THE LANDING GEAR WOULD NOT COME DOWN. PILOT PERFORMED WHEELS UP LANDING ON GRASS",M20K,MOONEY,ME,9-04-20000904,9,L,CONT,L,faa
20001022016149A,"(-23) DURING DEPARTURE FROM A PRIVATE AIRSTRIP AT LUCEDALE, MS. WHILE CLIMBING THROUGH APPROX. 150 FEET AGL., THE A",QUICKSILVER,AMTR,II,10-22-20001022,10,H,ROTAX,H,faa
20001114021139I,(-23)THE INSTRUCTOR PILOT STATED THAT HE DID NOT CHECK FUEL PRIOR TO LEAVING BIL AND RELIED ON STUDENT TO CHECK FUE,152,CESSNA,II,11-14-20001114,11,H,,H,faa
20000830029919I,(-23)THE AIRCRAFT WAS TAXIED WITH A TOW BAR ATTACHED. THE CREW CEASED TAXING AFTER BECOMING AWARE OF THE ATTACHED T,200BEECH,BEECH,II,8-30-20000830,8,L,,L,faa
20001105038139I,"(-23) ON SUNDAY, NOVEMBER 5, 2000, AT 1225 EST, A BOEING 727, N511DA, FLIGHT 780, OPERATED BY DELTA AIRLINES, REPOR",727232,BOEING,ME,11-05-20001105,11,L,,L,faa
20001027030999I,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG",DC1030F,DOUG,DE,10-27-20001027,10,L,,L,faa
20000929029309I,"(-23) AIRMAN STATED THAT AFTER HE PREFLIGHTED A/C, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN. WHEN HE RET",421C,CESSNA,II,9-29-20000929,9,L,,L,faa
20000912027579I,"(-23)DEPARTED TITUSVILLE, FLORIDA (TIX). AIRCRAFT WAS CRUISING AT 8500 FT. WITH ENGINE MAINTAINING 2400 RPM.  ENGIN",172I,CESSNA,II,9-12-20000912,9,H,LYC,H,faa
20000921008299A,"(-23) THE AIRCRAFT WAS CONDUCTING AERIAL APPLICATION USING A CANAL BANK AS A RUNWAY. WHILE REFUELLING, SOME JET A S",G164B,SCWZER,II,9-21-20000921,9,Q,PWA,Q,faa
20000914038749A,"(.19) ON SEPTEMBER 14, 2000, ABOUT 1915 ALASKA DAYLIGHT TIME, A PIPER PA-31-350 AIRPLANE, N4105D, SUSTAINED SUBSTAN",PA31350,PIPER,AF,9-14-20000914,9,L,,L,faa
20000909040509A,(-23) ENGINE QUIT DURING TAKEOFF. (.4) DURING THE TAKEOFF CLIMB THE AIRPLANE LOST POWER AND COLLIDED WITH THE TOPS,120,CESSNA,II,9-09-20000909,9,H,AMTR,H,faa
20000930042859A,(-23) PILOT STATED THAT HE LOST POWER WHILE IN CRUISE NEAR LAKE MICHIGAN AND MICHIGAN CITY AIRPORT. HE APPLIED CARB,150H,CESSNA,II,9-30-20000930,9,H,CONT,H,faa
20001118043779A,"(-23) ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA",COMPAIR6WB,AMTR,II,11-18-20001118,11,H,,H,faa
20010314005559A,"(.19)ON MARCH 14, 2001, ABOUT 1120 EASTERN STANDARD TIME, A CESSNA 150, N6584F, WAS SUBSTANTIALLY DAMAGED DURING A",150F,CESSNA,II,3-14-20010314,3,H,AMTR,H,faa
20010115000629I,(-23) A/C RAN OFF RUNWAY WHILE TAXIING BACK TO RAMP AND STRUCK RUNWAY LIGHT WITH PROPELLER.,172M,CESSNA,AF,1-15-20010115,1,H,LYC,H,faa
20001206023989I,"(-23)ON DECEMBER 6, 2000, A SIGNATURE FLIGHT SUPPORT BELTLOADER CAUSED MINOR DAMAGE TO THE DOOR SILL PLATE AND LOWE",DC982,DOUG,DE,12-06-20001206,12,L,,L,faa
20010220001429I,"(-23) PILOT FOUND A/C HAD DEAD BATTERY WHEN TRYING TO START ENGINE FOR FLIGHT. HE USED JUMPER CABLES TO START A/C,",TB20TRINIDAD,SOCATA,AU,2-20-20010220,2,L,,L,faa
20001127041639A,(-23) THE UPPER ENGINE COWLING DEPARTED THE AIRPLANE JUST AFTER TAKEOFF FROM RUNWAY 29. THE COWLING SUBSEQUENTLY ST,PA28R180,PIPER,II,11-27-20001127,11,L,,L,faa
20010302004219I,"(-23) A/C LANDED HARD AND BOUNCED. ON NEXT TOUCHDOWN, GEAR COLLAPSED.",M20,MOONEY,ME,3-02-20010302,3,L,LYC,L,faa
20010209002579I,"(-23) DURING TAXI TO RUNWAY 16 FOR DEPARTURE, ^PRIVACY DA^ ATTEMPTED TO ST OP TO CONDUCT A RUNUP. THE LEFT BRAKE WA",414,CESSNA,II,2-09-20010209,2,L,,L,faa
20001206021339I,(-23) A/C WAS LANDING ON SEA RUNWAY 34L AND WAS DOWN TO 90 KNOTS ON ROLLOUT. PILOTS HEARD A LOUD THUMP AND DISCOVER,DC915F,DOUG,AF,12-06-20001206,12,L,,L,faa
20010116000419I,"(-23)PILOT REPORTED THAT WHILE HE WAS ON TAKE OFF ROLL ON RUNWAY 19L AT SNA, JUST AFTER ROTATION THE PILOT DOOR OPE",ELITERG,AMTR,II,1-16-20010116,1,M,,M,faa
20010302004609A,"(-23) THE PILOT WAS CRUISING AT 3500' MSL WHEN THE A/C LOST POWER. HE DE LARED AN EMERGENCY, TRIED TO RESTART THE E",182P,CESSNA,II,3-02-20010302,3,H,CONT,H,faa
20001205025259A,(-23) THE A/C PERFORMED A NORMAL RUNUP AND TAKEOFF AS REPORTED BY THE PILOT. SHORTLY AFTER TAKEOFF THE PILOT REPORT,M20J,MOONEY,II,12-05-20001205,12,L,CONT,L,faa
20010112000199I,"(-23) DURING LANDING ROLL OUT, THE PILOT SWERVED TO AVOID HITTING A SNOWMOBILE THAT WAS ON THE RUNWAY. A/C GROUND L",182Q,CESSNA,AF,1-12-20010112,1,H,,H,faa
20010507009699I,"(-23)DURING TAKE-OFF CLIMB, ENGINE LOST POWER AND QUIT RUNNING. AIRCRAFT WAS LANDED STRAIGHT AHEAD INTO A MUDDY FAR",M20F,MOONEY,II,5-07-20010507,5,L,LYC,L,faa
20010510035129A,"(.4) ON MAY 10, 2001, ABOUT 1730 EASTERN DAYLIGHT TIME, A CHAMPION 7EC, N4737E, WAS SUBSTANTIALLY DAMAGED DURING A",7EC,BBAVIA,II,5-10-20010510,5,H,CONT,H,faa
20010523008789I,"(-23)SOMETIME DURING THE NIGHT, AN UNMANNED, UNCONTROLLED US AIRWAYS LAVATORY TRUCK ROLLED ACROSS TAXIWAYS ""G"" AND",7377H4,BOEING,DE,5-23-20010523,5,L,,L,faa
20010515015799I,"(-23) AIRCRAFT DEPARTED FOR MAINTENANCE TEST AFTER ADJUSTMENTS ON LANDING GEAR. ON TAKEOFF ROLL, LANDING GEAR RETRA",D18S,BEECH,II,5-15-20010515,5,L,PWA,L,faa
20010321003219I,(-23)TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF. PILOT DECLARED EME,210A,CESSNA,II,3-21-20010321,3,H,,H,faa
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",EC135T1,UROCOP,II,4-11-20010411,4,G,,G,faa
20010505011289I,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN",150M,CESSNA,II,5-05-20010505,5,H,AMTR,H,faa
20010529017659A,"(-23) IN MAY 29, 2001, ABOUT 0718 EASTERN DAYLIGHT TIME, A CONTINENTAL COPTERS TOM CAT MARK 5A (A MODIFIED BEL 47 H",TOMCATMK5A,CCOPTR,II,5-29-20010529,5,G,LYC,G,faa
20010421009329I,"(-23)AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT MAINTAIN ALTITUDE. PILOT MADE AN EMERG",LA4200,CONAER,II,4-21-20010421,4,H,LYC,H,faa
20010411007659I,(-23)RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT. AIRCRAFT LANDED WITHOUT INCIDENT.  ACTUAL NUMBER OF PAX,1900D,BEECH,DE,4-11-20010411,4,L,PWA,L,faa
20010517008369I,"(-23) ^PRIVACY DATA O^ PIC OF N82HR, A PC-12-45 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO TH",PC12,PILATS,II,5-17-20010517,5,L,,L,faa
20010428008109A,"(-23)GYROCOPTER LOST POWER ON TAKE-OFF CLIMB, DUE TO HIGH ANGLE OF ATTACK PILOT COULD NOT GET PROPER AUTO-ROTATION",BANDIT,AMTR,II,4-28-20010428,4,L,,L,faa
20010518018039A,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H",PA18150,PIPER,II,5-18-20010518,5,H,LYC,H,faa
20010407005699A,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A",KR2,AMTR,II,4-07-20010407,4,L,AMTRVW,L,faa
20010726018379I,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT",177RG,CESSNA,II,7-26-20010726,7,H,,H,faa
20010805023549A,"(.19) ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER",336,CESSNA,II,8-05-20010805,8,H,CONT,H,faa
20010611023089I,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA",150G,CESSNA,II,6-11-20010611,6,H,,H,faa
20010806023719I,(-23)ON A SECOND FLIGHT OF THE DAY AFTER REFUELING THE HELICOPTER THE PILOT FAILED TO NOTICE THAT THE WIND GUST HAD,206B,BELL,II,8-06-20010806,8,G,,G,faa
20010723017949A,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE",LANCAIRIVP,AMTR,II,7-23-20010723,7,L,,L,faa
20010801018589I,(-23)ON TAKEOFF FOR A MIANTENANCE FERRY FLIGHT (SPECIAL FLIGHT PERMIT ISSUED) FROM FULTON COUNTY-BRONW FIELD (FTY),C24R,BEECH,II,8-01-20010801,8,L,CONT,L,faa
20010717021699I,(-23) THE AIRMAN ATTEMPTED A TAKEOFF WITH PITOT COVER ATTACHED. TAKEOFF WAS ABORTED WHEN THE PILOT NOTICED THAT THE,F33A,BEECH,II,7-17-20010717,7,L,,L,faa
20010802021609I,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE",M20,MOONEY,II,8-02-20010802,8,L,,L,faa
20010610033379I,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO",58,BEECH,II,6-10-20010610,6,L,,L,faa
20010711020939I,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,A300F4605R,AIRBUS,II,7-11-20010711,7,L,,L,faa
20010626037959I,"(-23) ON 06/26/01 ABOUT 1000 EDT, DURING TAKEOFF ROLL, AIRCRAFT LEFT WHEEL HIT A SOFT SAND SPOT AND IT PULLED THE A",AT502,AIRTRC,AI,6-26-20010626,6,L,,L,faa
20011030034599I,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS,1731A,BLANCA,II,10-30-20011030,10,L,,L,faa
20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",L33SOLO,LET,II,10-03-20011003,10,K,,K,faa
20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,PA32300,PIPER,AF,10-14-20011014,10,L,,L,faa
20010907028149I,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",PA30,PIPER,II,9-07-20010907,9,L,CONT,L,faa
20011019029729I,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A",T210N,CESSNA,II,10-19-20011019,10,H,,H,faa
20010922033359I,(-23) SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR. WOOD.,PA24250,PIPER,II,9-22-20010922,9,L,LYC,L,faa
20010910029739I,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",PA23160,PIPER,II,9-10-20010910,9,L,,L,faa
20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,172P,CESSNA,II,10-15-20011015,10,H,LYC,H,faa
20010822023659I,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",182H,CESSNA,II,8-22-20010822,8,H,,H,faa
20010918026899I,(-23) MAINTENANCE WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT. THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,550,CESSNA,II,9-18-20010918,9,L,,L,faa
20011013029489I,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF",172H,CESSNA,II,10-13-20011013,10,H,CONT,H,faa
20010818039089I,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",KITFOX41200,AMTR,II,8-18-20010818,8,H,,H,faa
20010904024339I,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",PA18150,PIPER,II,9-04-20010904,9,H,,H,faa
20011020029559I,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER,PA23250,PIPER,AU,10-20-20011020,10,L,LYC,L,faa
20010830026849I,(-23) TAKEOFF WAS ABORTED DUE TO SEVERE VIBRATION AND LOSS OF NOSEWHEEL STEERING. THE NOSE LANDING GEAR TORQUE LINK,DC1030,DOUG,II,8-30-20010830,8,L,,L,faa
20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",182R,CESSNA,AU,8-23-20010823,8,L,CONT,L,faa
20011111035809I,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE,F33A,BEECH,AU,11-11-20011111,11,L,,L,faa
20011221036699I,(-23)INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,35A,LEAR,II,12-21-20011221,12,L,,L,faa
20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,PA32R300,PIPER,II,2-06-20020206,2,L,,L,faa
20020305003489I,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",PA32R300,PIPER,II,3-05-20020305,3,L,LYC,L,faa
20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",PA28R180,PIPER,II,1-02-20020102,1,L,CONT,L,faa
20011213037619I,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,525,CESSNA,AU,12-13-20011213,12,L,,L,faa
20020425011949I,(-23) PILOT FORGOT TO REMOVE TOW BAR. WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR.,M20J,MOONEY,II,4-25-20020425,4,L,CONT,L,faa
20020323004169A,(-23) INEFFECTIVE ELEVATOR CONTROL BECAME APPARENT DURING TAKE OFF ROLL. (ONGOING INVESTIGATION TO DETERMINE CAUSE,182F,CESSNA,AU,3-23-20020323,3,H,CONT,H,faa
20020403006639I,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,402A,CESSNA,II,4-03-20020403,4,L,CONT,L,faa
20020503029479I,(-23) BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND,172H,CESSNA,II,5-03-20020503,5,H,,H,faa
20020529014479I,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E",PA23250,PIPER,II,5-29-20020529,5,L,,L,faa
20020527020899I,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",PA28R200,PIPER,II,5-27-20020527,5,L,LYC,L,faa
20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",CRUISERTR4,AMTR,AU,4-18-20020418,4,L,CONT,L,faa
20020324004129I,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN",S20522R,MRCHTI,AU,3-24-20020324,3,L,FRNKLN,L,faa
20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",182A,CESSNA,II,8-15-20020815,8,H,,H,faa
20020718020329I,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",T310Q,CESSNA,II,7-18-20020718,7,L,,L,faa
20020708018869I,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING",8A,LUSCOM,II,7-08-20020708,7,H,,H,faa
20020618012459I,(-23) THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION. DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,P210N,CESSNA,II,6-18-20020618,6,H,,H,faa
20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT",AA5B,AMRGEN,AU,8-01-20020801,8,L,LYC,L,faa
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",182Q,CESSNA,II,6-19-20020619,6,H,CONT,H,faa
20020710019879A,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,172N,CESSNA,II,7-10-20020710,7,H,LYC,H,faa
20020905024699I,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE,U206G,CESSNA,AU,9-05-20020905,9,H,,H,faa
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",M20J,MOONEY,II,9-16-20020916,9,L,,L,faa
20021008028999I,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,757,BOEING,AI,10-08-20021008,10,L,,L,faa
20021004034939I,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,210H,CESSNA,II,10-04-20021004,10,H,,H,faa
20021027029099I,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN",PA28161,PIPER,II,10-27-20021027,10,L,LYC,L,faa
20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA",8KCAB,BBAVIA,II,11-14-20021114,11,H,,H,faa
